UNIPROT_ID,GENE.NAME,GENE.ID,FASTA,ID,E07,E08,E09,E10,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20
P25311,Zinc-alpha-2-glycoprotein,AZGP1,ZA2G_HUMAN Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2,P25311|Zinc-alpha-2-glycoprotein|AZGP1_sp|P25311|ZA2G_HUMAN Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2,0.504192872,0.691230695,0.96301547,-0.210249549,-0.042135717,0.545659756,-3.92542597,-0.096115275,-0.953015893,0.334141351,-1.915541229,-0.506927823,-0.611478052,-3.586153661,-5.184311959,-1.567584861,-2.461153973,-1.700217303,-1.090334548,-0.55868379,-1.026737697,-4.443893471,-0.914904148,-2.122299879,-1.333604743,-1.813964985,-1.65985468,-0.689013513,-1.575903587,-2.922886027,1.713010481,-1.696735512,-0.952188553,-1.938237392,-1.049552432,-2.505535953,-0.284893546,-2.217876205,0.856384483,-1.475145247,-0.047361659,0.247798052,0.78674264,0.082414384,0.129309068,-0.748912484,0.037653424,-2.222046863,-0.663893566,-1.349547107,0.468550846,-0.649835101,0.082747117,-1.049830176,-2.638100609,-1.436639669,0.620925772,-1.336904644,1.226923473,-2.434943201,-0.787585443,0.478218359,0.80791971,0.976145664,-2.061405702,-3.738709236,-2.151281974,-0.649025283,-0.619166307,-1.16272498,-1.033892381,-1.550933697,0.917168049,-0.439601779,-3.707762651,-4.24286579,-0.7931184,-1.528769527,0.188477701,-2.368200381,-1.269783928,-3.785346821,0.122801438,-2.784463903,-3.859054462,-4.040802108,-3.683503585,-1.060872548,-2.365736537,-3.468256184,-5.44784325,-1.774978398,-1.236154268,-0.23743873
P35579,Myosin-9,MYH9,MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,P35579|Myosin-9|MYH9_sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,-3.291723841,-6.061593568,-3.267503968,-3.460095706,-5.947903197,-6.667463918,-6.312965963,-6.204498524,-9.191380556,-1.246114938,-7.697335242,-6.209679511,-7.473004416,-7.631444289,-7.494871239,-6.220255387,-8.300501536,-6.877737132,-2.853599808,-6.244003311,-5.434188234,-5.214491475,-2.92706568,-8.075263048,-7.267476865,-5.006390804,-5.450203624,-9.914477233,-3.40280609,-6.934616159,-6.745957434,-4.751849494,-5.539412109,-2.232059022,-2.882798887,-6.661919286,-4.921327547,-7.163793643,-5.61253811,-5.558526671,-3.631680133,-6.844302876,-4.10635682,-4.9948023,-2.936653356,-4.448912138,-6.882827684,-2.862754232,-4.789882679,-7.180913003,-4.678366359,-6.220457958,-4.041749687,-9.368366688,-3.959869603,-6.656830275,-4.089630819,-6.970247875,-0.811282321,-8.376220499,-7.561683378,-5.193163156,-8.196845936,-3.180821851,-9.856731656,-4.312431393,-2.064047985,-4.370937207,-4.231119203,-8.396427933,-6.342807874,-3.455913262,-4.397049397,-3.002657713,-4.997046034,-9.318382505,-7.982853134,-9.695548599,-8.184729669,-8.272004563,-5.959768738,-6.783141025,-7.326806546,-8.991247806,-8.933914743,-8.832594808,-7.443519931,-5.767455731,-11.11471226,-7.326160994,-8.28712513,-7.19759996,-7.991373229,-6.949720427
P11226,Mannose-binding protein C,MBL2,MBL2_HUMAN Mannose-binding protein C OS=Homo sapiens OX=9606 GN=MBL2 PE=1 SV=2,P11226|Mannose-binding protein C|MBL2_sp|P11226|MBL2_HUMAN Mannose-binding protein C OS=Homo sapiens OX=9606 GN=MBL2 PE=1 SV=2,-1.588325241,-4.665934182,0.960172936,-2.671009697,0.000995948,-1.450589057,-2.344705135,-2.39148031,-0.028520322,-3.015029811,1.01029058,-6.209679511,0.157005891,-1.829979002,-2.756259438,-0.869015181,0.114648827,-3.556245068,-0.712639407,-3.926243907,-2.14809674,-0.794745088,-2.21729953,1.559247482,-1.834569343,-2.445005779,-4.145652389,-1.278034413,-3.283670534,-0.545391686,-2.826461744,2.366839862,-0.285653631,-4.735202629,-4.247352734,0.316010499,0.303420415,-1.184609287,-4.919987981,-1.683123167,-3.1350888,-2.612590824,0.534242261,-2.91965825,-3.632836773,-0.453610484,-1.563458645,-3.511110133,-1.660622353,-0.537858534,0.767758471,-3.965732435,0.288894895,-0.574113395,-3.031276813,0.001675844,-2.179013149,0.495831103,-1.577226001,-0.945466742,-1.222995588,-0.619666969,-2.40234036,-3.801722955,-2.222215318,-1.669832235,-0.906417038,-0.996457319,-0.799680268,-1.026879342,0.770638622,1.34468123,-3.574429755,-3.749641835,0.734913784,-2.277176507,-2.004564233,-1.099604335,0.124280081,0,-2.340527335,-1.638579031,-0.459306155,-2.703708695,-0.527263546,-1.121250345,0.005141222,-3.721635417,-3.246142492,-4.336804965,-1.752957508,-2.048093559,-2.061477836,1.940359522
O00187,Mannan-binding lectin serine protease 2,MASP2,MASP2_HUMAN Mannan-binding lectin serine protease 2 OS=Homo sapiens OX=9606 GN=MASP2 PE=1 SV=4,O00187|Mannan-binding lectin serine protease 2|MASP2_sp|O00187|MASP2_HUMAN Mannan-binding lectin serine protease 2 OS=Homo sapiens OX=9606 GN=MASP2 PE=1 SV=4,-2.164497128,-3.85775315,-1.985383333,-6.039700352,-4.945819728,-6.75989404,-5.560016855,-2.811931305,-3.137178709,-3.015029811,-2.594959889,-6.368660252,-3.155657506,-2.66194154,-3.715853123,-4.639111838,-2.120754652,-0.468202591,-2.387641524,-4.55641201,-2.376090777,-4.232999244,-2.281657826,-4.653410955,-4.025246346,-6.308272569,-3.71697678,-4.395502794,-5.074836372,-4.919706936,-3.320928133,-2.455402238,-3.639455729,-3.356627006,-3.281704239,-4.18735483,-3.26522086,-4.087131385,-2.198235228,-3.524868733,-4.655007899,-3.495098222,-2.335449568,-2.790809877,-2.715131332,-2.546195213,-2.082213949,-5.290823814,-4.085380077,-6.217473132,-4.048238245,-3.758818695,-2.59447539,-7.036068167,-3.959869603,-3.062644604,-1.167829294,-4.21715702,-1.577960339,-5.407272748,-2.940025845,-2.752395381,-5.16147976,-2.308466907,-3.974616156,-4.524343803,-3.138204996,-3.668991775,-6.131371583,-3.581865915,-2.115381937,1.766766632,-5.952709953,-4.519273197,-2.343675955,-6.547965488,-3.274960755,-3.574594466,-3.34537688,-3.619733779,-4.193018822,-4.413781703,-2.097944885,-4.581778118,-1.475676341,-2.420957396,-4.210766037,-2.279772872,-3.837309925,-6.616782528,-3.04746042,-3.850464337,-2.665299015,-2.041130438
P48740,Mannan-binding lectin serine protease 1,MASP1,MASP1_HUMAN Mannan-binding lectin serine protease 1 OS=Homo sapiens OX=9606 GN=MASP1 PE=1 SV=3,P48740|Mannan-binding lectin serine protease 1|MASP1_sp|P48740|MASP1_HUMAN Mannan-binding lectin serine protease 1 OS=Homo sapiens OX=9606 GN=MASP1 PE=1 SV=3,-3.113310715,-1.607099822,-0.571336776,-3.156720943,-2.784849404,-3.845367096,-2.259570106,-1.535648527,-2.155610426,-2.17319979,-3.258990968,-3.189634349,-3.803872783,-2.065636352,-3.18992597,-1.612205146,0.119718573,-0.17636207,0.186842891,-3.129600868,-0.601002425,-3.890140718,-1.450743188,-0.950216555,-3.186906388,-5.154996322,-3.012523954,-3.15497663,-2.884106974,-3.039873727,-4.764711394,-0.855328073,-4.760163756,-1.859623354,-4.026510765,-1.662508622,-1.55559852,-3.296384561,-1.237030784,-2.917182157,-5.023995079,-2.319645932,-2.983391144,-1.381399687,-3.986222787,-1.985211827,-0.320139494,-5.974692378,-4.296163601,-4.776307547,-2.380046327,-2.769123129,-1.205026835,-4.84548366,-2.46922493,-2.480398841,-0.519152565,-1.60719713,-0.522565504,-2.891391671,-3.226539484,-0.99762085,-3.717062052,-3.642362377,-3.59564172,-5.728457665,-3.476752227,-3.317640468,-3.919975607,-2.819254433,-3.160817201,-1.166535213,-4.138023611,-3.884658957,-0.976264866,-3.417087508,-4.462231235,-3.675224652,-1.003573207,-2.490945623,-2.21806445,-1.874134066,-0.622098479,-1.709922319,0.123045794,-1.029457869,-2.507123624,0.064619996,-1.956910473,-1.880269654,-1.023712951,-1.808242892,-1.602875203,-0.913652933
P51884,Lumican,LUM,LUM_HUMAN Lumican OS=Homo sapiens OX=9606 GN=LUM PE=1 SV=2,P51884|Lumican|LUM_sp|P51884|LUM_HUMAN Lumican OS=Homo sapiens OX=9606 GN=LUM PE=1 SV=2,-2.217132754,-5.06900762,-5.096169503,-5.584414012,-3.962329328,-2.265155416,-4.226406657,-0.901505389,-1.873829539,-4.255211259,-4.951530907,-3.732693832,-4.629030571,-2.848135692,-7.758853066,-3.512214592,-2.680193769,-4.153074461,-3.908733433,-2.596252615,-3.134333656,-5.843891729,-4.126706513,-2.850140527,-4.351622578,-6.378284549,-4.404843404,-3.86866528,-3.662551714,-0.506991929,-3.342581554,-2.379100622,-5.958195806,-5.103905534,-5.145020736,-4.865591063,-1.959164838,-2.593413575,-3.588456996,-3.293637971,-5.083558499,-3.748041325,-3.222931641,-2.887802635,-5.20252842,-4.699276698,-3.23200719,-4.916318384,-5.486594604,-4.982244242,-2.057886033,-4.450640866,-3.972458892,-5.359427018,-4.433973888,-4.256724419,-2.267399286,-3.330129831,-1.602801194,-6.25516709,-4.654246284,-1.794481437,-1.173992876,-1.944382808,-3.304633487,-3.969398708,-4.878732088,-4.38101851,-1.857503095,-3.556019403,-3.291858855,-5.289681975,-4.507915179,-2.809396988,-2.652783967,-4.348739713,-1.971849309,-3.745602468,-2.76411858,-2.295096548,-5.824652068,-3.982464883,-1.449486158,-3.910485327,-4.949656706,-3.963692834,-4.149681902,-3.159826244,-4.316256663,-5.056862018,-8.618519285,-2.184209388,-1.76293156,-2.108795972
P18428,Lipopolysaccharide-binding protein,LBP,LBP_HUMAN Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3,P18428|Lipopolysaccharide-binding protein|LBP_sp|P18428|LBP_HUMAN Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3,3.763019709,3.011855543,4.092875681,2.063940061,1.158501413,0.588659431,0.565733467,3.050879584,1.258324928,-0.218361875,1.462132301,-0.760233552,1.483323196,0.757701044,0.925751553,-2.770590477,-1.016098986,-1.281029718,0.086769493,-0.246881712,2.326208155,0.75373723,1.547886999,2.417511063,0.254658025,1.331284329,-1.997424494,-0.409848034,-1.468128517,2.617406911,1.504822717,-1.195348737,0.367390797,0.345342819,3.039292383,0.606515352,1.565734733,0.729901401,0.730764487,-0.405729757,2.308406594,2.161129367,1.333650457,-0.319887128,3.031034164,2.661028225,2.875658913,3.724126527,1.798520442,0.859325973,1.171135056,0,2.809482731,0.162623834,1.599186071,3.10712242,2.356500146,-1.711718566,0.332239026,-1.096276278,3.042402681,1.159527557,-0.008419487,2.124841902,1.982241743,0.790318692,3.045248494,3.189616259,1.619381541,1.332806536,-0.714763383,3.720447858,2.486717049,1.295128036,-2.370843219,-3.631684886,-2.866238565,3.305068412,-1.155944197,-1.959831311,-2.149782719,-2.439847971,-1.393326548,-0.632647409,-2.447315478,-3.697714318,-0.535411449,-1.272205099,-0.470503177,-5.544728976,-1.935427417,-2.719638928,-4.868785058,-2.459105868
P02750,Leucine-rich alpha-2-glycoprotein,LRG1,A2GL_HUMAN Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2,P02750|Leucine-rich alpha-2-glycoprotein|LRG1_sp|P02750|A2GL_HUMAN Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2,-0.370985927,1.088244513,1.113871291,0.006141293,-0.124047221,1.264936874,-4.040288857,0.3038972,1.192855097,-3.018335145,0.099028299,-1.325676291,0.351965432,-0.358970444,-3.994237258,-3.004322652,-1.706134338,-1.721943404,0.252332286,-0.626122413,0.433435597,-0.68556773,0.387223146,-1.625155802,-0.858139588,-0.846421348,-2.109769112,-0.824903345,-1.026570064,0.673273997,2.255920959,-0.644076894,-0.100218179,-1.397491998,-1.416472387,-1.118130214,0.236148516,-0.855190055,-0.655716908,-2.731344217,0.673258764,-0.064676677,0.872519889,-1.041570429,0.099290654,0.23509476,-0.421835551,0.499961093,0.26535318,0.049996969,-0.21148153,-0.896432521,-2.813251431,-1.383448681,-2.435788964,-0.283687747,0.877499959,-2.478111302,0.880724776,-2.289362173,-0.379641459,-0.251729628,0.148951955,0.451517808,-0.862110857,-4.717878961,-2.726243666,0.76637612,-2.963369045,-0.964615773,-2.641092975,-2.039897037,0.031789602,0.191399884,-6.910820445,-3.395910917,-1.720265144,0.61594764,-3.344294521,-2.582496597,-5.677664899,-3.638328415,-1.300408317,-1.414862124,-3.448742077,-5.440727508,-6.254148301,-2.987481982,-1.629427359,-5.056862018,-8.618519285,-1.728704127,-2.035009479,-4.025421226
P01042,Kininogen-1,KNG1,KNG1_HUMAN Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2,P01042|Kininogen-1|KNG1_sp|P01042|KNG1_HUMAN Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2,3.038517553,2.872130165,1.279757197,1.889815869,1.634910359,1.334400452,1.313915534,2.888464496,1.948938341,1.998811362,1.21823909,0.865015295,1.858110955,1.76837136,0.407109605,1.4052329,0.778701271,0.796979906,0.794001947,1.063025434,0.99253218,-0.287535257,0.965894137,2.100129026,0.685401,0.288822933,0.784372819,1.054563876,0.4158627,0.791702191,1.037194677,0.900665677,0.837241421,1.319565675,0.493595347,0.658590311,1.616364946,1.270296495,2.007416827,1.396493282,1.229555887,1.532726713,1.901358951,0.66120441,1.776917956,1.436280489,2.456826052,1.343812475,0.490248014,0.099685946,1.835907493,1.120864183,2.792499183,0.493322526,3.340419664,0.246995955,2.352318418,1.420910817,3.217961161,0.586702959,1.206726228,2.543346862,1.465777468,3.877559368,0.471525577,-0.867887611,1.826152762,0.836953638,0.422026045,0.825018406,1.316646095,1.827540686,1.597479306,1.714105021,0.942483901,0.320230651,0.863279878,0.863988624,1.599097156,1.524829116,2.394417431,0.620365126,1.74024414,1.398798026,1.100375419,1.860657195,2.937959424,1.487528126,0.658695826,0.014098087,0.226973062,1.006869989,0.935803288,1.127746344
P29622,Kallistatin,SERPINA4,KAIN_HUMAN Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3,P29622|Kallistatin|SERPINA4_sp|P29622|KAIN_HUMAN Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3,-0.104026802,-4.655073746,-4.879223472,-1.657076466,-3.516076813,-1.724182911,-1.673997438,-0.54997966,-3.182958462,-0.711091308,-2.317363133,-2.103224784,-3.684347026,-1.609931722,-3.010978398,-1.575099589,-1.400346223,-2.590020567,-2.27694703,-1.733094243,-2.505656531,-5.437869551,-2.032953881,-1.966629889,-2.402163087,-4.326804928,-1.821059118,-2.590047707,-2.258092574,-5.527781339,-2.289147292,-1.729222027,-2.879360649,-2.142710789,-5.145020736,-3.456843901,-2.669253162,-4.612022967,-1.193410972,-1.6051122,-4.054664196,-3.975320556,-1.46566807,-2.32445645,-4.388032702,-3.284635648,-1.055968753,-2.899083246,-3.819854229,-4.155342758,-1.001012652,-2.031705173,-0.715016695,-3.257584375,-2.437957147,-4.256724419,-1.702872085,-1.458537533,-0.672297356,-2.394444837,-3.226343731,-2.357490121,-2.2051316,0,-4.854760705,-4.59935476,-2.13524688,-2.922610032,-3.611439577,-3.596789255,-3.404047774,-3.164844954,-3.43626887,-1.678111243,-1.856995201,-3.190846724,-1.202061899,-3.997383007,-0.532271573,-0.925555026,-2.338541343,-2.101532567,-0.310605136,-2.004867428,-2.965675336,-2.22127281,-0.913151198,-1.268178045,-2.590490618,-4.522788364,-5.245020116,-2.433054098,-0.919644348,-1.047535956
Q14624,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4,ITIH4_HUMAN Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4,Q14624|Inter-alpha-trypsin inhibitor heavy chain H4|ITIH4_sp|Q14624|ITIH4_HUMAN Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4,3.931646023,3.214934238,3.765947988,1.421734489,3.359581893,2.210696257,2.360629616,3.639524463,3.0805118,3.025063387,3.141372924,2.533576648,3.213817043,3.228012259,2.323257658,1.786925519,2.603923105,1.986460987,1.408083883,2.697143472,2.076829651,1.994623144,2.949327296,3.047698565,1.892368956,2.519498616,2.279600376,2.784269098,1.880029594,2.157126755,3.552869212,1.611372582,3.173485452,3.084615503,2.674771034,1.912398925,3.452396723,3.302333712,3.134996303,2.403401786,3.007413373,2.77391043,4.182956988,2.691040534,3.217850163,3.55721976,3.60017307,3.209907433,2.277602158,1.172458485,3.100178939,2.269552851,3.196250041,1.739754418,3.689742159,2.000336103,3.689917666,2.565786358,4.02167185,2.236025243,3.086896803,3.40784384,2.611341521,3.74096081,2.822532022,2.375606186,3.854831042,3.815209915,2.018309249,2.620581418,2.642369004,3.915872961,1.901671713,3.960937666,1.83128588,1.633797425,2.387285486,2.822738215,2.52168873,2.777166145,1.663351346,1.669638322,2.538760493,1.464703254,1.9357587,1.771822539,2.275829418,2.815465404,1.280426897,1.305670634,1.041037978,1.921166341,1.989006589,2.25884286
Q06033,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,ITIH3_HUMAN Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2,Q06033|Inter-alpha-trypsin inhibitor heavy chain H3|ITIH3_sp|Q06033|ITIH3_HUMAN Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2,0.681865583,-2.153773202,-0.60687171,-3.625750735,-0.589472616,-2.309197827,-1.270975987,-0.041731864,-0.072266966,-0.449065719,-0.4949478,-0.603167096,-0.497042957,-0.046927825,-1.449319175,-2.019373573,-1.859528919,-2.531084915,-3.168545475,-1.569345857,-1.087066754,-1.964049688,-0.465964535,-0.193650983,-3.145753155,-1.261125887,-1.634239381,-1.59519101,-1.393075731,-0.416186744,-0.080742067,-1.526779741,-0.788770164,-0.250123,-1.100655436,-1.726899592,-0.632649584,-1.610079371,-1.476893401,-1.923493721,0.097936411,-0.902785299,0.42492022,-1.419451554,-0.089340532,0.292299207,0.052353035,-0.64725263,-1.387112565,-1.729991986,-0.033236693,-2.392390016,-1.878202109,-2.90432376,-0.589319185,-1.393870664,-0.276679176,-2.127405213,0.603678988,-1.082662279,-0.773180465,-0.844149824,-0.484625294,0.179804377,-1.187272898,-2.215181538,0.820162969,-0.115682837,-2.629786318,-1.434583687,-2.683787506,-0.000198272,-3.246981408,0.5980157,-3.318807888,-4.910269005,-3.783495136,-0.60980687,-2.800826939,-1.613805781,-3.231376177,-3.926245722,-2.474511251,-3.440758306,-4.019243608,-4.45674601,-3.127447719,-3.302841681,-5.091966422,-3.159775264,-6.07474972,-3.647276527,-3.747568821,-2.042203506
P19823,Inter-alpha-trypsin inhibitor heavy chain H2,ITIH2,ITIH2_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=2,P19823|Inter-alpha-trypsin inhibitor heavy chain H2|ITIH2_sp|P19823|ITIH2_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=2,3.478163491,1.795727233,2.263531116,2.238345934,3.132823597,2.823177429,2.412522894,3.745960801,2.48335231,3.14499332,2.698111197,2.740048636,2.957916276,3.282368857,0.717543208,3.022022343,3.024489117,2.222805451,2.441944504,2.368010126,2.594696991,1.240680113,2.563840946,3.105206228,2.805148157,1.779368785,2.510387781,2.788757758,2.168144948,0.922606153,2.766483257,2.005499561,1.53971183,3.346931211,0.86614754,1.792612861,2.998867528,2.103255728,3.460583058,2.960857958,2.040834554,1.554853484,3.053606941,2.727967103,2.136156427,2.064439332,3.445786041,1.686851856,1.631130987,0.975895757,2.773390666,2.520058909,3.406421096,1.796121846,1.156514967,1.154752409,3.014318814,2.98860376,4.041846019,2.877555796,2.3904239,2.981403458,2.758026998,4.03572482,1.405618578,1.978700598,2.792402276,2.3184922,0.970362113,2.170992342,2.427345212,2.028337182,2.23867245,3.090799756,2.481519923,2.078150567,2.74256059,0.514290782,3.387782739,3.160197385,2.366299201,2.389209058,3.615125625,2.605460169,2.510294537,1.785169393,3.290059077,3.127208015,2.023765565,1.566092407,0.570555095,2.797173981,3.031989697,3.042797207
P19827,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,ITIH1_HUMAN Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3,P19827|Inter-alpha-trypsin inhibitor heavy chain H1|ITIH1_sp|P19827|ITIH1_HUMAN Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3,3.433586212,1.839647021,2.171320086,2.392288948,2.970161883,2.682388462,2.341123182,4.066539995,2.684831166,2.996970798,2.618295542,2.808123028,2.558646093,3.334294254,0.801541985,2.650268236,2.976879535,2.41349355,2.141097335,2.299935707,2.396891042,1.356016403,2.621761614,3.329430498,2.933026761,1.847780381,2.863624449,2.479462598,1.893873925,-0.84648214,2.741522298,1.431663707,1.627250964,3.273584722,0.888315147,1.84143078,3.056280086,1.863951376,3.232878952,2.496366725,1.684863979,2.033223962,2.935971616,2.324054934,1.360288355,2.498140106,3.323810772,1.237492818,1.404701236,0.600780629,3.350048052,2.173646866,3.60979012,2.051327573,2.264008801,1.168191796,3.536826743,3.380500242,4.08444173,2.594221162,2.331392252,3.199366795,2.922563458,3.941118082,1.619112512,2.17428425,3.010548698,2.525423624,0.457214161,2.344065285,2.32482603,2.500263198,2.057807581,2.976795931,2.223478973,2.373756034,2.444858651,0.490969022,3.657586401,3.006972186,2.225174374,2.327556103,3.49349163,2.455224666,2.93970491,1.995179555,3.329659323,2.835552537,2.393456636,1.748640249,-0.027817349,2.615412364,3.017997151,3.250354587
P05106,Integrin beta-3,ITGB3,ITB3_HUMAN Integrin beta-3 OS=Homo sapiens OX=9606 GN=ITGB3 PE=1 SV=2,P05106|Integrin beta-3|ITGB3_sp|P05106|ITB3_HUMAN Integrin beta-3 OS=Homo sapiens OX=9606 GN=ITGB3 PE=1 SV=2,-2.844386693,-2.621301874,-2.64087849,-3.439391149,-2.344138603,-6.667463918,-4.53198469,-2.354629203,-3.02140575,-1.465128691,-7.057764388,-8.448768556,-5.022389608,-8.062133334,-8.984050201,-6.443195077,-6.258973212,-6.742780305,-6.070588947,-5.559510005,-5.434188234,-6.925581868,-1.691328153,-4.281240105,-7.944897352,-6.308272569,-7.749294962,-8.562145407,-6.290093611,-6.932800753,-5.82293014,-7.463816706,-5.208218941,-2.07084661,-2.042282894,-4.702818023,-4.62056812,-8.290699587,-2.863237773,-7.730089796,-3.115701008,-5.192156442,-3.845526944,-3.419192798,-1.510825587,-2.228089763,-2.877404716,-1.910326941,-8.314588698,-6.784631711,-8.308895901,-3.650374457,-1.208423582,-4.964532222,-5.000337355,-4.989097319,-1.632227929,-5.497412923,-0.3216025,-8.674632954,-3.52410584,-1.790642851,-4.131747554,-2.683290513,-8.567014464,-6.016410358,-2.203989548,-2.661613283,-6.241572365,-6.035766273,-6.487012365,-2.287963843,-3.132688774,-2.20395663,-5.796678233,-6.702802701,-7.982853134,-5.963510651,-3.455008495,-5.910192334,-7.040697823,-8.406415012,-3.171913804,-4.509501795,-4.438920972,-5.670033655,-5.775274451,-1.720326888,-5.388001812,-7.516825344,-5.618017575,-6.409584628,-6.766089482,-5.381048043
P08514,Integrin alpha-IIb,ITGA2B,ITA2B_HUMAN Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3,P08514|Integrin alpha-IIb|ITGA2B_sp|P08514|ITA2B_HUMAN Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3,-1.266333021,-0.692239545,-3.202558197,-3.311176731,-1.719276979,-7.37354261,-4.298038925,-1.672651263,-2.821239686,-0.087840588,-7.697335242,-5.25020648,-4.773054684,-5.515203762,-8.353946458,-6.412974764,-5.283949082,-5.926666276,-5.950881999,-7.169498915,-4.527384737,-5.512457828,-0.371838074,-2.703181966,-9.353606244,-6.308272569,-5.62254671,-5.552074825,-4.751135476,-5.44570149,-5.890874855,-7.330427463,-3.475080358,-0.50951924,-0.836228768,-4.270822899,-2.331733195,-6.635114172,-2.062564118,-6.994470164,-2.296107006,-3.859503272,-2.195283496,-3.282170232,-0.636507423,-0.986481772,-2.409797211,-0.799239888,-6.296174881,-5.467665249,-4.456639353,-3.005628623,0.203762974,-4.404516574,-3.337307758,-3.879107801,-0.475850068,-3.272641391,0.764474456,-8.674632954,-2.367286573,-0.262520554,-3.068855759,-0.868645318,-5.271608904,-3.991894478,-0.430759788,-1.609397879,-7.375892311,-5.799344093,-5.212422906,-0.87941234,-1.789357179,-0.762993584,-4.997046034,-8.130839459,-6.085621919,-4.626805294,-2.878279667,-5.185348138,-5.761766741,-7.271545857,-1.909339322,-3.262372217,-3.448742077,-4.073604973,-5.177500119,-0.475997678,-5.155090033,-5.764360504,-6.05446616,-6.620799904,-5.670835216,-6.129554532
P35858,Insulin-like growth factor-binding protein complex acid labile subunit,IGFALS,ALS_HUMAN Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1,P35858|Insulin-like growth factor-binding protein complex acid labile subunit|IGFALS_sp|P35858|ALS_HUMAN Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1,-0.754780044,-2.630444127,-3.08209149,-3.460095706,-1.211472311,-1.426731227,-6.253264984,-1.579562107,-3.675841166,-5.33357778,-2.261227111,-3.104590923,-0.936321766,-2.664133087,-2.388545648,-1.213049213,-1.502077652,-5.227929236,-4.61800812,-1.276528657,-0.964257837,-4.552566403,-4.63820948,-1.471816473,-0.771488644,-4.628173579,-1.201901612,-0.91334172,-1.616861853,-1.737404242,-1.123236545,-2.724471541,-4.460928164,-0.88613397,-6.319279374,-0.972678363,-0.33859219,-2.01076551,-0.760511693,-4.032239583,-5.807968829,-3.310936746,-0.958630191,-2.464692346,-1.543457896,-3.94140919,-0.168359854,-5.974692378,-4.157988542,-5.1236232,-1.849600315,-1.044653396,-0.792281262,-3.275542956,-4.694384619,-3.139989066,-0.635483993,-1.081669525,-0.197738053,-2.069518644,-1.515679087,-1.517084451,-0.505583498,-0.376804795,-3.304633487,-3.491842557,-6.662211193,-5.018912955,-3.009753023,-3.748818805,-0.688420704,-0.119912094,-2.687675097,-6.987490066,-0.956997238,-2.321781487,-1.306608675,-1.06978868,-0.442673033,-0.284975703,-2.044299192,-1.788587689,-0.66412314,-1.747568897,-2.870913023,-2.249484553,-0.363040608,-3.518091087,-2.68733046,-4.337027551,-5.056700887,-4.081103754,-0.732929194,-1.186845325
